,raw,clean,lemmas,color,gender,keywords
8326,Vaishali Bindi and Bangles Brass Bangle Set,vaishali bindi and bangles brass bangle set,vaishali bindi and bangle brass bangle set,[],[],bangle brass bangle set vaishali bindi 
8327,Anasazi Women's Checkered Casual Shirt,anasazi womens checkered casual shirt,anasazi woman checkered casual shirt,[],['woman'],woman checkered casual shirt anasazi woman 
8328,Colors Couture Women's Printed Casual Shirt,colors couture womens printed casual shirt,color couture woman printed casual shirt,[],['woman'],couture woman casual shirt color couture 
8329,La Rochelle Women's Geometric Print Casual Reversible Shirt,la rochelle womens geometric print casual reversible shirt,la rochelle woman geometric print casual reversible shirt,[],['woman'],woman geometric rochelle woman reversible shirt 
8330,Abida Women's Checkered Casual Shirt,abida womens checkered casual shirt,abida woman checkered casual shirt,[],['woman'],woman checkered casual shirt abida woman 
8331,D Muse by Dressberry Women's Solid Casual Shirt,d muse by dressberry womens solid casual shirt,d muse by dressberry woman solid casual shirt,[],['woman'],woman solid dressberry woman casual shirt 
8332,Cocktail Copper Cubic Zirconia Copper Bangle,cocktail copper cubic zirconia copper bangle,cocktail copper cubic zirconia copper bangle,[],[],cubic zirconia copper bangle cocktail copper 
8333,Osumfab Women's Solid Casual Shirt,osumfab womens solid casual shirt,osumfab woman solid casual shirt,[],['woman'],woman solid casual shirt osumfab woman 
8334,Urban Religion Women's Animal Print Casual Shirt,urban religion womens animal print casual shirt,urban religion woman animal print casual shirt,[],['woman'],religion woman casual shirt urban religion 
8335,Desigrrrl Women's Floral Print Casual Shirt,desigrrrl womens floral print casual shirt,desigrrrl woman floral print casual shirt,[],['woman'],woman floral casual shirt desigrrrl woman 
8336,Mayra Women's Solid Casual Shirt,mayra womens solid casual shirt,mayra woman solid casual shirt,[],['woman'],woman solid casual shirt mayra woman 
8337,Picador Women's Polka Print Casual Shirt,picador womens polka print casual shirt,picador woman polka print casual shirt,[],['woman'],woman polka casual shirt picador woman 
8338,Adt Saral Printed Cushions Cover,adt saral printed cushions cover,adt saral printed cushion cover,[],[],saral printed cushion cover adt saral 
8339,Zotw Women's Floral Print Casual Shirt,zotw womens floral print casual shirt,zotw woman floral print casual shirt,[],['woman'],woman floral casual shirt zotw woman 
8340,Moh Maya Women's Floral Print Casual Shirt,moh maya womens floral print casual shirt,moh maya woman floral print casual shirt,[],['woman'],maya woman casual shirt moh maya 
8341,My Addiction Women's Floral Print Casual Shirt,my addiction womens floral print casual shirt,my addiction woman floral print casual shirt,[],['woman'],woman floral addiction woman casual shirt 
8342,Colors Couture Women's Geometric Print Formal Shirt,colors couture womens geometric print formal shirt,color couture woman geometric print formal shirt,[],['woman'],couture woman formal shirt color couture 
8343,"Alpha Lady Women's Striped Casual, Formal Shirt",alpha lady womens striped casual formal shirt,alpha lady woman striped casual formal shirt,[],['woman'],lady woman formal shirt alpha lady 
8344,"Aarti Collections Women's Printed Casual, Festive, Party Shirt",aarti collections womens printed casual festive party shirt,aarti collection woman printed casual festive party shirt,[],['woman'],collection woman party shirt aarti collection 
8345,Anasazi Women's Polka Print Casual Shirt,anasazi womens polka print casual shirt,anasazi woman polka print casual shirt,[],['woman'],woman polka casual shirt anasazi woman 
8346,Kcrimson Women's Printed Casual Shirt,kcrimson womens printed casual shirt,kcrimson woman printed casual shirt,[],['woman'],woman printed casual shirt kcrimson woman 
8347,Fusion Mela Women's Geometric Print Casual Shirt,fusion mela womens geometric print casual shirt,fusion mela woman geometric print casual shirt,[],['woman'],mela woman casual shirt fusion mela 
8348,I Am For You Women's Self Design Casual Shirt,i am for you womens self design casual shirt,i am for you woman self design casual shirt,[],['woman'],shirt design casual casual shirt 
8349,Kasturi Women's Solid Casual Shirt,kasturi womens solid casual shirt,kasturi woman solid casual shirt,[],['woman'],woman solid casual shirt kasturi woman 
8350,Karishma Women's Striped Formal Shirt,karishma womens striped formal shirt,karishma woman striped formal shirt,[],['woman'],woman striped formal shirt karishma woman 
8351,Besiva Women's Solid Formal Shirt,besiva womens solid formal shirt,besiva woman solid formal shirt,[],['woman'],woman solid formal shirt besiva woman 
8352,F&S Women's Checkered Casual Shirt,fs womens checkered casual shirt,f woman checkered casual shirt,[],['woman'],checkered casual woman checkered casual shirt 
8353,Chic Unique Women's Solid Party Shirt,chic unique womens solid party shirt,chic unique woman solid party shirt,[],['woman'],unique woman party shirt chic unique 
8354,Miss Rich Women's Floral Print Casual Shirt,miss rich womens floral print casual shirt,miss rich woman floral print casual shirt,[],['woman'],rich woman casual shirt miss rich 
8355,Colors Couture Women's Solid Party Shirt,colors couture womens solid party shirt,color couture woman solid party shirt,[],['woman'],couture woman party shirt color couture 
8356,Eves Pret A Porter Women's Floral Print Casual Shirt,eves pret a porter womens floral print casual shirt,eve pret a porter woman floral print casual shirt,[],['woman'],porter woman casual shirt eve pret 
8357,Tulsattva Women's Printed Casual Shirt,tulsattva womens printed casual shirt,tulsattva woman printed casual shirt,[],['woman'],woman printed casual shirt tulsattva woman 
8358,Eves Pret A Porter Women's Checkered Casual Shirt,eves pret a porter womens checkered casual shirt,eve pret a porter woman checkered casual shirt,[],['woman'],porter woman casual shirt eve pret 
8359,Gloria Women's Solid Casual Shirt,gloria womens solid casual shirt,gloria woman solid casual shirt,[],['woman'],woman solid casual shirt gloria woman 
8360,Femella Women's Printed Party Shirt,femella womens printed party shirt,femella woman printed party shirt,[],['woman'],woman printed party shirt femella woman 
8361,Sukkhi Alloy Yellow Gold Bangle Set,sukkhi alloy yellow gold bangle set,sukkhi alloy yellow gold bangle set,"['yellow', 'gold']",[],alloy yellow bangle set sukkhi alloy 
8362,Moonleaf Floral Cushions Cover,moonleaf floral cushions cover,moonleaf floral cushion cover,[],[],floral cushion cushion cover moonleaf floral 
8363,Iknow Women's Solid Party Shirt,iknow womens solid party shirt,iknow woman solid party shirt,[],['woman'],woman solid party shirt iknow woman 
8364,Seeyaar Women's Solid Casual Shirt,seeyaar womens solid casual shirt,seeyaar woman solid casual shirt,[],['woman'],woman solid casual shirt seeyaar woman 
8365,Famous By Payal Kapoor Women's Animal Print Casual Shirt,famous by payal kapoor womens animal print casual shirt,famous by payal kapoor woman animal print casual shirt,[],['woman'],kapoor woman payal kapoor casual shirt 
8366,Leelan Women's Solid Casual Shirt,leelan womens solid casual shirt,leelan woman solid casual shirt,[],['woman'],woman solid casual shirt leelan woman 
8367,SS Women's Checkered Casual Shirt,ss womens checkered casual shirt,s woman checkered casual shirt,[],['woman'],checkered casual woman checkered casual shirt 
8368,Silk Dori Casual Printed Women's Kurti,silk dori casual printed womens kurti,silk dori casual printed woman kurti,[],['woman'],dori casual woman kurti silk dori 
8369,"Red Apple Casual, Party, Festive Printed Women's Kurti",red apple casual party festive printed womens kurti,red apple casual party festive printed woman kurti,['red'],['woman'],apple casual woman kurti red apple 
8370,Jazzup Women's Printed Casual Shirt,jazzup womens printed casual shirt,jazzup woman printed casual shirt,[],['woman'],woman printed casual shirt jazzup woman 
8371,Meira Women's Solid Party Shirt,meira womens solid party shirt,meira woman solid party shirt,[],['woman'],woman solid party shirt meira woman 
8372,Elmo Women's Solid Casual Shirt,elmo womens solid casual shirt,elmo woman solid casual shirt,[],['woman'],woman solid casual shirt elmo woman 
8373,Dede'S Women's Printed Casual Shirt,dedes womens printed casual shirt,dedes woman printed casual shirt,[],['woman'],woman printed casual shirt dedes woman 
8374,MansiCollections Women's Checkered Casual Shirt,mansicollections womens checkered casual shirt,mansicollections woman checkered casual shirt,[],['woman'],woman checkered casual shirt mansicollections woman 
8375,"Camy Alloy, Brass 18K Yellow Gold Bangle Set",camy alloy brass 18k yellow gold bangle set,camy alloy brass 18k yellow gold bangle set,"['yellow', 'gold']",[],yellow gold alloy brass camy alloy 
8376,Aapti Abstract Cushions Cover,aapti abstract cushions cover,aapti abstract cushion cover,[],[],abstract cushion cushion cover aapti abstract 
8377,Meira Women's Printed Party Reversible Shirt,meira womens printed party reversible shirt,meira woman printed party reversible shirt,[],['woman'],woman printed reversible shirt meira woman 
8378,Anasazi Women's Paisley Casual Shirt,anasazi womens paisley casual shirt,anasazi woman paisley casual shirt,[],['woman'],woman paisley casual shirt anasazi woman 
8379,Concepts Women's Printed Casual Shirt,concepts womens printed casual shirt,concept woman printed casual shirt,[],['woman'],woman printed casual shirt concept woman 
8380,Blueberry Metal Bangle Set,blueberry metal bangle set,blueberry metal bangle set,[],[],metal bangle bangle set blueberry metal 
8381,House Of Tantrums Women's Solid Casual Shirt,house of tantrums womens solid casual shirt,house of tantrum woman solid casual shirt,[],['woman'],woman solid tantrum woman casual shirt 
8382,People Women's Geometric Print Casual Shirt,people womens geometric print casual shirt,people woman geometric print casual shirt,[],['woman'],woman geometric casual shirt people woman 
8383,Dhrohar Women's Solid Casual Shirt,dhrohar womens solid casual shirt,dhrohar woman solid casual shirt,[],['woman'],woman solid casual shirt dhrohar woman 
8384,Fille Divin Women's Printed Casual Shirt,fille divin womens printed casual shirt,fille divin woman printed casual shirt,[],['woman'],divin woman casual shirt fille divin 
8385,Fabpoppy Women's Solid Casual Shirt,fabpoppy womens solid casual shirt,fabpoppy woman solid casual shirt,[],['woman'],woman solid casual shirt fabpoppy woman 
8386,Voylla Alloy Crystal Yellow Gold Bangle,voylla alloy crystal yellow gold bangle,voylla alloy crystal yellow gold bangle,"['yellow', 'gold']",[],alloy crystal gold bangle voylla alloy 
8387,Desigrrrl Women's Printed Casual Shirt,desigrrrl womens printed casual shirt,desigrrrl woman printed casual shirt,[],['woman'],woman printed casual shirt desigrrrl woman 
8388,"Stop To Start by Shoppers Stop Women's Self Design Casual, Formal Shirt",stop to start by shoppers stop womens self design casual formal shirt,stop to start by shopper stop woman self design casual formal shirt,[],['woman'],casual formal design casual formal shirt 
8389,People Women's Checkered Formal Shirt,people womens checkered formal shirt,people woman checkered formal shirt,[],['woman'],woman checkered formal shirt people woman 
8390,Femella Women's Solid Casual Shirt,femella womens solid casual shirt,femella woman solid casual shirt,[],['woman'],woman solid casual shirt femella woman 
8391,University Trendz Alloy Bangle Set,university trendz alloy bangle set,university trendz alloy bangle set,[],[],trendz alloy bangle set university trendz 
8392,Gene Shoppiee Metal Bangle,gene shoppiee metal bangle,gene shoppiee metal bangle,[],[],shoppiee metal metal bangle gene shoppiee 
8393,Aardee Women's Printed Casual Shirt,aardee womens printed casual shirt,aardee woman printed casual shirt,[],['woman'],woman printed casual shirt aardee woman 
8394,Seeyaar Women's Striped Casual Shirt,seeyaar womens striped casual shirt,seeyaar woman striped casual shirt,[],['woman'],woman striped casual shirt seeyaar woman 
8395,Gudluk Women's Solid Casual Shirt,gudluk womens solid casual shirt,gudluk woman solid casual shirt,[],['woman'],woman solid casual shirt gudluk woman 
8396,Shopper Tree Women's Solid Casual Shirt,shopper tree womens solid casual shirt,shopper tree woman solid casual shirt,[],['woman'],tree woman casual shirt shopper tree 
8397,Adhaans Women's Printed Casual Shirt,adhaans womens printed casual shirt,adhaans woman printed casual shirt,[],['woman'],woman printed casual shirt adhaans woman 
8398,Cocktail Copper Cubic Zirconia Copper Bangle Set,cocktail copper cubic zirconia copper bangle set,cocktail copper cubic zirconia copper bangle set,[],[],cubic zirconia cocktail copper bangle set 
8399,House Of Tantrums Women's Printed Casual Shirt,house of tantrums womens printed casual shirt,house of tantrum woman printed casual shirt,[],['woman'],woman printed tantrum woman casual shirt 
8400,Nineteen Women's Striped Casual Shirt,nineteen womens striped casual shirt,nineteen woman striped casual shirt,[],['woman'],woman striped casual shirt nineteen woman 
8401,"Camy Alloy, Brass, Metal Cubic Zirconia 18K Yellow Gold Bangle Set",camy alloy brass metal cubic zirconia 18k yellow gold bangle set,camy alloy brass metal cubic zirconia 18k yellow gold bangle set,"['yellow', 'gold']",[],yellow gold cubic zirconia camy alloy 
